nrbits,toffoli_desc_conf,nr_qubits_output,depth_input,depth_output,process_time
14,51325106133263131110102113111211101491211514,53,127,723,149.1180999999924
14,7571110129124210118141410131024779675413,55,127,809,185.1049090000015
14,761014144133139753138141471028622512512,50,127,725,150.99457599999732
14,11141434102410911421231041141344866626,52,127,832,176.66438400000334
14,10129911106102108913943681241173211299,49,127,701,135.68121199999587
14,281361461431332144131011911363723611413,42,127,772,171.7671410000039
14,141281441241291031071211111098131283710483,54,127,715,140.73427000000083
14,103131213713755471113662118116109149111010,49,127,753,165.76872600000934
14,1111411116212913426954312781010710610114,46,127,765,206.67648100000224
14,14106121181212132475812941010694813471014,61,127,758,169.3050729999959
14,6610326312128613137146213144631033886,48,127,819,198.18311699999322
14,71269101414114961012131451221312115561361010,40,127,693,143.89425899999333
14,3131338812121314221297872645431110564,51,127,804,178.3448919999937
14,1386262141111614410361166141437105414513,64,127,803,211.94413099999656
